Time,Temperature,Pressure,Altitude,Latitude,Longitude,gps_altitude,gps_sats,gyro_x,gyro_y,gyro_z,gyro_acc_x,gyro_acc_y,gyro_acc_z,gyro_temp,bmp_status,gps_status,gyro_status,apc_status,servo_status,servo_rotation,sd_status
54,64,84,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
54,64,84,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
55,65,85,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
55,65,85,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
55,65,85,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
55,65,85,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
56,66,86,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
56,66,86,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
56,66,86,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
56,66,86,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
57,67,87,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
57,67,87,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
57,67,87,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
57,67,87,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
58,68,88,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
58,68,88,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
58,68,88,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
58,68,88,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
59,69,89,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
59,69,89,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
59,69,89,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
59,69,89,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
60,70,90,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
60,70,90,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
60,70,90,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
60,70,90,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
61,71,91,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
61,71,91,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
61,71,91,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
61,71,91,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
62,72,92,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
62,72,92,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
62,72,92,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
62,72,92,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
63,73,93,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
63,73,93,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
63,73,93,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
63,73,93,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
64,74,94,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
64,74,94,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
64,74,94,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
64,74,94,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
65,75,95,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
65,75,95,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
65,75,95,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
65,75,95,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
66,76,96,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
66,76,96,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
66,76,96,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
66,76,96,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
67,77,97,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
67,77,97,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
67,77,97,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
67,77,97,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
68,78,98,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
68,78,98,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
68,78,98,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
68,78,98,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
69,79,99,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
69,79,99,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
69,79,99,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
69,79,99,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
70,80,100,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
70,80,100,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
70,80,100,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
70,80,100,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
71,81,101,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
71,81,101,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
71,81,101,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
71,81,101,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
72,82,102,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
72,82,102,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
72,82,102,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
72,82,102,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
73,83,103,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
73,83,103,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
73,83,103,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
73,83,103,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
74,84,104,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
74,84,104,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
74,84,104,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
74,84,104,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
75,85,105,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
75,85,105,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
75,85,105,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
75,85,105,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
76,86,106,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
76,86,106,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
76,86,106,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
76,86,106,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
77,87,107,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
77,87,107,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
77,87,107,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
77,87,107,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
78,88,108,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
78,88,108,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
78,88,108,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
78,88,108,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
79,89,109,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
79,89,109,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
79,89,109,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
79,89,109,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
80,90,110,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
80,90,110,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
80,90,110,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
80,90,110,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
81,91,111,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
81,91,111,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
81,91,111,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
81,91,111,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
82,92,112,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
82,92,112,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
82,92,112,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
82,92,112,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
83,93,113,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
83,93,113,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
83,93,113,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
83,93,113,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
84,94,114,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
84,94,114,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
84,94,114,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
84,94,114,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
85,95,115,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
85,95,115,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
85,95,115,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
85,95,115,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
86,96,116,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
86,96,116,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
86,96,116,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
86,96,116,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
87,97,117,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
87,97,117,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
87,97,117,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
87,97,117,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
88,98,118,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
88,98,118,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
88,98,118,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
88,98,118,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
89,99,119,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
89,99,119,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
89,99,119,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
89,99,119,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
90,100,120,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
90,100,120,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
90,100,120,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
90,100,120,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
91,101,121,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
91,101,121,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
91,101,121,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
91,101,121,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
92,102,122,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
92,102,122,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
92,102,122,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
92,102,122,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
93,103,123,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
93,103,123,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
93,103,123,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
93,103,123,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
94,104,124,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
94,104,124,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
94,104,124,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
94,104,124,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
95,105,125,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
95,105,125,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
95,105,125,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
95,105,125,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
96,106,126,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
96,106,126,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
96,106,126,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
96,106,126,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
97,107,127,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
97,107,127,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
97,107,127,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
97,107,127,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
98,108,128,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
98,108,128,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
98,108,128,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
98,108,128,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
99,109,129,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
99,109,129,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
99,109,129,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
99,109,129,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
100,110,130,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
100,110,130,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
100,110,130,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
100,110,130,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
101,111,131,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
101,111,131,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
101,111,131,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
101,111,131,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
102,112,132,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
102,112,132,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
102,112,132,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
102,112,132,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
103,113,133,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
103,113,133,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
103,113,133,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
103,113,133,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
104,114,134,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
104,114,134,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
104,114,134,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
104,114,134,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
105,115,135,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
105,115,135,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
105,115,135,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
105,115,135,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
106,116,136,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
106,116,136,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
